subjID	opt1hprob	opt2hprob	opt1hval	opt1lval	opt2hval	opt2lval	choice
23	0.7	0.9	38	20	29	-20	2
23	0.6	0.9	-5	-27	-15	-42	1
23	0.9	0.2	-4	-14	46	-23	1
23	0.2	0.7	41	22	13	-40	1
23	0.6	0.3	33	-31	-5	-24	1
23	0.3	0.6	32	16	42	29	2
23	0.1	0.9	42	-10	-26	-45	1
23	0.1	0.3	26	10	45	-22	1
23	0.6	0.5	-33	-42	1	-16	2
23	0.2	0.8	16	1	31	0	2
23	0.4	0.5	-20	-50	49	-30	2
23	0.2	0.7	37	25	24	23	1
23	0.3	0.6	34	25	15	-12	1
23	0.5	0.3	13	-38	47	-49	1
23	0.4	0.8	6	-4	18	-14	2
23	0.3	0.5	48	-10	16	-19	2
23	0.2	0.3	-28	-38	-24	-35	1
23	0.4	0.9	41	-38	-26	-48	1
23	0.7	0.2	46	-18	31	-31	1
23	0.8	0.8	42	8	18	-28	1
23	0.6	0.4	9	-45	31	-30	2
23	0.7	0.4	30	9	36	24	1
23	0.8	0.4	48	40	-6	-32	1
23	0.8	0.1	30	-22	3	-6	1
23	0.1	0.2	-37	-44	49	42	2
23	0.7	0.4	8	-43	49	38	2
23	0.8	0.2	49	-37	-6	-23	1
23	0.9	0.2	18	-12	12	0	1
23	0.2	0.3	47	-16	47	23	2
23	0.7	0.4	4	-2	42	12	2
23	0.3	0.6	35	-44	37	7	2
23	0.2	0.5	19	2	22	-46	1
23	0.2	0.4	5	-43	42	0	2
23	0.1	0.4	-21	-30	46	-45	2
23	0.1	0.9	-9	-22	3	-31	2
23	0.5	0.3	47	-50	-13	-15	1
23	0.7	0.6	13	-20	-36	-41	1
23	0.9	0.6	-2	-32	35	11	2
23	0.3	0.4	27	-35	41	-10	2
23	0.9	0.9	-45	-47	-23	-34	2
23	0.6	0.7	-15	-22	23	5	2
23	0.2	0.1	26	22	-39	-50	1
23	0.3	0.3	26	12	5	-35	1
23	0.6	0.1	-25	-26	20	-47	1
23	0.5	0.8	-15	-45	32	-32	2
23	0.1	0.9	38	29	-11	-15	1
23	0.5	0.1	37	-49	39	38	2
23	0.3	0.8	40	7	41	6	2
23	0.5	0.1	1	-35	21	-13	2
23	0.2	0.4	25	20	35	8	1
23	0.8	0.7	50	-11	25	12	1
23	0.9	0.1	33	22	29	-38	1
23	0.7	0.2	13	-48	21	-6	1
23	0.8	0.4	22	-9	18	-50	1
23	0.1	0.2	9	-48	48	-30	2
23	0.1	0.8	7	-5	18	-21	2
23	0.9	0.9	18	-49	48	16	2
23	0.7	0.3	33	8	0	-25	1
23	0.8	0.1	46	-4	-9	-32	1
23	0.2	0.5	-16	-46	44	13	2
23	0.3	0.2	44	-44	21	10	2
23	0.2	0.6	49	1	7	-3	1
23	0.1	0.2	21	-13	44	-3	2
23	0.2	0.6	35	-14	-5	-7	1
23	0.2	0.2	-9	-39	30	18	2
23	0.8	0.7	-23	-33	19	-43	2
23	0.1	0.1	43	-24	0	-5	2
23	0.2	0.5	48	4	-23	-46	1
23	0.4	0.5	-16	-23	25	-36	2
23	0.4	0.8	33	31	-19	-41	1
23	0.5	0.2	29	-2	31	-10	1
23	0.8	0.6	29	-45	32	-37	1
23	0.2	0.3	26	-30	39	-49	1
23	0.9	0.3	-26	-36	-42	-45	1
23	0.6	0.5	43	-24	-21	-38	1
23	0.9	0.9	8	-4	6	-49	1
23	0.2	0.4	-23	-45	20	-3	2
23	0.5	0.8	-7	-49	38	-38	2
23	0.6	0.1	-5	-38	21	-17	2
23	0.2	0.5	26	15	-18	-37	1
23	0.1	0.4	5	-16	41	17	2
23	0.6	0.2	8	5	34	32	2
23	0.7	0.1	-13	-14	31	26	2
23	0.5	0.4	38	21	33	-45	1
23	0.4	0.7	42	-13	42	-12	2
23	0.1	0.8	-28	-31	50	23	2
23	0.6	0.4	19	-26	21	-36	1
23	0.3	0.9	39	-19	41	38	2
23	0.5	0.5	-17	-31	10	-23	2
23	0.6	0.4	47	41	-22	-43	1
23	0.6	0.3	1	-32	2	-17	1
23	0.6	0.4	-5	-28	19	-4	2
23	0.6	0.2	27	-26	33	-47	1
23	0.8	0.7	36	-29	25	-14	1
23	0.3	0.6	-23	-29	23	-27	2
23	0.1	0.1	15	12	33	24	2
23	0.8	0.9	6	-50	-27	-35	1
23	0.2	0.5	46	19	-20	-40	1
23	0.2	0.8	14	4	17	-10	2
23	0.3	0.7	8	-25	-2	-41	2
23	0.3	0.2	27	-33	50	-49	1
23	0.8	0.5	13	-30	0	-10	1
23	0.3	0.8	22	5	-2	-19	1
23	0.6	0.2	10	-15	41	10	2
23	0.9	0.9	-10	-40	36	-38	2
23	0.6	0.7	24	11	-18	-48	1
23	0.4	0.3	1	-44	30	-21	2
23	0.7	0.6	39	10	41	-9	1
23	0.6	0.8	22	-36	43	27	2
23	0.1	0.5	35	25	11	-2	1
23	0.3	0.6	2	-37	-39	-45	1
23	0.4	0.6	48	24	4	-24	1
23	0.1	0.5	27	-4	6	2	2
23	0.9	0.8	42	28	38	-44	1
23	0.1	0.2	48	-24	31	27	2
23	0.3	0.9	45	-20	3	-6	2
23	0.8	0.7	37	-31	30	26	2
23	0.3	0.7	-6	-19	30	10	2
23	0.9	0.4	39	16	50	-46	1
23	0.2	0.1	47	-3	41	11	2
23	0.1	0.8	-34	-46	7	-9	2
23	0.3	0.3	38	32	37	-18	1
23	0.2	0.6	31	-46	30	-38	2
23	0.7	0.2	-6	-32	-1	-50	1
23	0.8	0.8	35	34	20	-29	1
23	0.4	0.9	-22	-45	17	-36	2
23	0.1	0.4	47	-48	39	-8	2
23	0.9	0.1	-41	-45	16	-45	1
23	0.1	0.3	21	-18	35	-16	2
23	0.2	0.9	43	1	31	13	2
23	0.6	0.1	8	-35	31	-35	1
23	0.9	0.5	31	17	17	-22	1
23	0.7	0.6	38	0	-11	-30	1
23	0.5	0.9	45	22	45	6	2
23	0.3	0.1	-9	-35	49	6	2
23	0.2	0.4	-18	-21	-16	-45	1
23	0.7	0.6	14	-14	-22	-38	1
23	0.4	0.6	34	-4	-28	-29	1
23	0.2	0.6	5	-38	-30	-50	1
24	0.9	0.3	0	-26	50	12	2
24	0.7	0.4	29	26	-36	-50	1
24	0.7	0.1	26	-30	37	-14	1
24	0.9	0.4	-5	-30	36	1	2
24	0.3	0.1	37	5	-3	-25	1
24	0.8	0.5	5	-16	-4	-29	1
24	0.5	0.6	27	-20	-24	-43	1
24	0.3	0.6	-5	-12	2	-4	2
24	0.5	0.2	-12	-27	-10	-38	1
24	0.5	0.3	46	-40	17	-11	1
24	0.5	0.6	47	-6	35	-27	1
24	0.5	0.7	36	32	1	-41	1
24	0.6	0.9	-34	-50	48	43	2
24	0.7	0.1	41	-47	18	-19	1
24	0.7	0.4	37	25	-8	-30	1
24	0.2	0.3	31	-26	-13	-48	1
24	0.4	0.6	28	-43	29	7	2
24	0.8	0.4	36	-30	42	32	1
24	0.4	0.4	36	-25	-27	-38	1
24	0.3	0.5	22	-41	35	-44	2
24	0.6	0.7	32	-25	27	-13	2
24	0.5	0.2	36	20	25	7	1
24	0.9	0.2	7	-33	-9	-36	1
24	0.6	0.5	47	29	15	-41	1
24	0.6	0.6	4	-50	39	-2	2
24	0.6	0.2	49	15	-2	-42	1
24	0.8	0.9	-31	-40	10	-30	2
24	0.7	0.2	-4	-49	-18	-47	1
24	0.6	0.9	35	15	22	-30	2
24	0.2	0.6	9	-14	38	-39	2
24	0.1	0.8	21	-34	-20	-22	2
24	0.2	0.7	13	11	45	-5	2
24	0.5	0.5	-29	-49	-23	-50	1
24	0.4	0.3	15	-21	50	-21	1
24	0.9	0.9	22	7	-37	-45	1
24	0.3	0.6	44	26	3	-38	1
24	0.1	0.7	44	-25	-27	-36	1
24	0.4	0.9	-26	-38	11	-38	2
24	0.3	0.2	42	-15	2	-39	1
24	0.2	0.8	6	-14	27	-48	2
24	0.4	0.4	40	7	47	5	2
24	0.9	0.6	45	-11	-17	-49	1
24	0.4	0.2	14	-45	-11	-32	1
24	0.1	0.7	14	-19	18	-11	2
24	0.4	0.5	25	-17	50	-28	2
24	0.5	0.6	18	-38	30	25	2
24	0.5	0.4	-12	-18	3	-10	1
24	0.7	0.3	2	-44	-11	-29	1
24	0.6	0.7	47	3	46	-2	2
24	0.5	0.4	-23	-37	20	-45	2
24	0.7	0.2	2	-28	-27	-45	1
24	0.1	0.4	44	14	6	-19	1
24	0.3	0.4	6	-44	46	-1	2
24	0.1	0.7	15	-21	34	-7	2
24	0.3	0.4	40	-43	-8	-30	1
24	0.3	0.9	40	-33	41	-41	2
24	0.5	0.5	29	-22	0	-5	2
24	0.6	0.2	16	-45	22	-45	1
24	0.8	0.1	-3	-42	17	15	2
24	0.6	0.6	18	-6	50	31	2
24	0.6	0.9	-15	-19	36	-37	2
24	0.8	0.8	11	-18	19	-24	2
24	0.1	0.9	-39	-42	41	-21	2
24	0.2	0.4	-39	-49	2	-23	2
24	0.4	0.5	36	6	-18	-23	1
24	0.7	0.9	-15	-30	39	8	2
24	0.1	0.9	44	-40	10	-32	2
24	0.1	0.2	23	-13	-37	-46	1
24	0.4	0.1	32	22	29	-31	1
24	0.4	0.4	15	-3	32	19	1
24	0.3	0.8	47	36	35	16	1
24	0.3	0.5	37	32	7	-16	1
24	0.6	0.6	41	-36	46	-10	2
24	0.8	0.7	50	17	-14	-44	1
24	0.3	0.9	7	-44	27	-4	2
24	0.9	0.8	39	-37	21	-30	1
24	0.7	0.4	0	-34	-22	-23	1
24	0.1	0.9	12	-13	32	18	2
24	0.4	0.9	-8	-49	29	24	2
24	0.8	0.4	-5	-36	45	-8	2
24	0.4	0.2	8	-13	-33	-48	1
24	0.6	0.4	30	14	49	-31	1
24	0.1	0.1	33	28	-32	-33	1
24	0.4	0.1	44	4	18	-17	1
24	0.7	0.6	-16	-40	3	-46	1
24	0.5	0.6	45	-8	31	-49	2
24	0.1	0.1	26	-50	23	-6	2
24	0.7	0.1	-21	-42	49	-23	2
24	0.1	0.3	-3	-30	41	-40	2
24	0.3	0.6	17	-26	48	-4	2
24	0.7	0.7	17	7	5	-43	1
24	0.4	0.1	42	6	-14	-24	1
24	0.7	0.9	43	-12	50	-13	2
24	0.4	0.8	21	-40	9	-50	1
24	0.1	0.5	27	-19	-30	-44	1
24	0.4	0.8	43	25	-1	-42	1
24	0.1	0.2	14	-22	-22	-30	1
24	0.6	0.9	35	29	-20	-49	1
24	0.9	0.9	25	-50	0	-31	1
24	0.5	0.7	9	-45	48	-33	2
24	0.9	0.5	43	22	11	-9	1
24	0.4	0.3	-12	-46	-4	-29	2
24	0.2	0.3	-29	-40	12	-11	1
24	0.6	0.3	41	7	26	21	2
24	0.3	0.7	29	9	30	-23	1
24	0.1	0.5	46	29	49	25	1
24	0.4	0.8	37	8	44	-49	1
24	0.5	0.8	3	-5	46	-4	2
24	0.6	0.3	-10	-48	16	-9	1
24	0.7	0.6	14	-39	38	-11	2
24	0.2	0.5	32	13	-27	-48	1
24	0.7	0.2	-1	-21	14	-15	2
24	0.1	0.3	29	3	14	-38	1
24	0.9	0.7	29	-31	-21	-41	1
24	0.4	0.9	30	-33	10	-18	2
24	0.9	0.9	50	31	44	-12	1
24	0.5	0.1	22	-15	-6	-9	1
24	0.3	0.1	38	23	31	16	2
24	0.8	0.6	50	8	32	-34	1
24	0.1	0.7	-7	-15	48	-22	2
24	0.4	0.9	-13	-50	45	34	2
24	0.2	0.4	15	-23	49	31	2
24	0.1	0.1	33	7	37	-21	1
24	0.9	0.4	18	-45	28	12	2
24	0.8	0.4	14	-43	-7	-25	1
24	0.2	0.7	15	-31	-25	-43	1
24	0.9	0.6	31	20	-16	-38	1
24	0.7	0.4	-1	-6	19	-10	2
24	0.6	0.5	40	-17	-5	-38	2
24	0.3	0.2	36	-25	43	28	2
24	0.7	0.5	50	-40	25	-21	1
24	0.2	0.9	47	44	31	-35	1
24	0.2	0.3	48	-27	46	21	2
24	0.6	0.7	27	-19	33	-44	2
24	0.8	0.1	39	-1	36	-13	1
24	0.3	0.6	-10	-47	50	32	2
24	0.6	0.4	27	7	17	-49	1
24	0.1	0.8	28	-11	16	-2	2
24	0.6	0.6	-7	-31	29	15	2
24	0.9	0.2	49	47	-6	-29	1
24	0.1	0.9	28	14	-12	-28	1
24	0.1	0.4	15	3	-6	-10	1
24	0.6	0.4	40	25	-14	-36	1
24	0.2	0.3	6	-47	38	0	2
24	0.4	0.3	-21	-26	41	16	2
24	0.4	0.4	36	-20	5	-22	1
24	0.8	0.5	33	-38	23	9	1
24	0.2	0.4	5	2	16	0	2
24	0.7	0.4	-19	-37	21	-21	2
24	0.3	0.5	-4	-35	-7	-9	2
24	0.1	0.1	-29	-33	29	23	2
24	0.1	0.1	22	-13	28	-32	2
24	0.3	0.4	37	16	48	-29	1
24	0.4	0.5	6	-14	16	-36	1
24	0.9	0.7	-1	-6	-8	-40	1
24	0.4	0.3	-7	-40	47	6	2
24	0.5	0.2	22	-32	20	-44	2
24	0.7	0.4	14	-38	18	15	2
24	0.3	0.6	36	-44	18	-20	2
24	0.4	0.6	19	-49	-24	-43	1
24	0.2	0.4	16	13	37	16	2
24	0.8	0.6	41	30	29	15	2
24	0.2	0.7	18	-23	40	24	2
24	0.7	0.4	8	-2	-13	-46	2
24	0.6	0.5	-10	-23	40	2	2
24	0.8	0.3	18	-39	-9	-27	1
24	0.3	0.7	-19	-31	23	8	2
24	0.5	0.3	-9	-15	48	34	2
24	0.1	0.1	36	-24	-7	-43	1
24	0.5	0.7	13	0	34	-39	2
24	0.7	0.4	30	28	34	-27	1
24	0.5	0.9	-10	-47	-24	-36	1
24	0.1	0.7	2	-5	41	14	2
24	0.3	0.7	8	-46	-19	-44	1
24	0.5	0.2	17	-12	38	-49	1
24	0.3	0.5	-33	-39	17	8	2
24	0.2	0.4	14	-11	47	-44	1
24	0.5	0.9	43	-41	-14	-36	1
24	0.8	0.2	-18	-21	49	23	2
24	0.6	0.3	49	-25	-45	-48	1
24	0.4	0.6	16	-46	36	-2	2
24	0.4	0.9	-8	-11	42	5	2
24	0.5	0.7	50	7	30	-11	2
24	0.9	0.6	46	6	3	-26	1
24	0.6	0.5	-18	-49	36	-5	2
24	0.5	0.3	38	6	-22	-44	1
24	0.6	0.8	9	5	45	-23	1
24	0.4	0.6	33	-14	14	-16	2
24	0.4	0.6	39	-47	-22	-35	1
24	0.9	0.2	11	-28	29	-12	1
24	0.3	0.9	-26	-27	38	36	2
24	0.5	0.6	32	-38	15	-30	1
24	0.1	0.3	24	22	43	30	1
24	0.6	0.3	27	-28	-41	-49	1
24	0.8	0.8	22	12	42	31	2
24	0.8	0.9	38	28	29	-41	2
24	0.4	0.7	41	-38	-1	-33	2
24	0.2	0.4	46	16	28	-48	1
24	0.5	0.9	13	-30	36	16	2
24	0.1	0.8	41	25	46	-18	1
24	0.8	0.3	-34	-35	15	-2	2
24	0.2	0.3	-16	-40	31	8	2
24	0.9	0.3	44	6	-11	-19	1
24	0.7	0.9	43	23	13	-16	1
24	0.3	0.4	22	-50	13	-33	1
24	0.4	0.1	33	-1	48	-22	1
24	0.6	0.5	-24	-45	38	35	2
24	0.6	0.3	42	-47	20	-26	1
24	0.9	0.4	19	14	-1	-42	1
24	0.7	0.2	-18	-43	2	-30	1
24	0.1	0.4	19	-14	12	8	2
24	0.2	0.8	18	6	13	-33	2
24	0.6	0.6	49	-50	40	32	2
24	0.9	0.8	-9	-11	15	-30	2
24	0.4	0.9	-24	-41	-31	-46	1
24	0.1	0.3	-5	-42	-25	-43	1
24	0.8	0.9	-18	-36	-3	-32	2
24	0.8	0.1	14	-14	26	-38	1
24	0.5	0.9	-4	-20	-6	-22	1
24	0.1	0.4	17	-14	-17	-22	1
24	0.2	0.4	6	-30	19	-37	2
24	0.7	0.9	34	-33	19	9	2
24	0.8	0.5	31	-36	5	-34	1
24	0.8	0.7	7	-14	-10	-43	2
24	0.4	0.3	34	10	29	-1	1
24	0.4	0.5	1	-33	-20	-22	1
24	0.1	0.3	18	-12	-3	-8	2
24	0.7	0.6	4	-36	15	-37	2
24	0.6	0.8	48	-23	2	-6	1
24	0.1	0.4	-4	-9	43	-1	1
24	0.5	0.1	16	5	35	31	2
24	0.1	0.5	-3	-40	-13	-29	2
24	0.8	0.7	40	-17	4	-44	1
24	0.3	0.3	45	-15	26	-17	1
24	0.8	0.7	38	-31	-16	-44	1
24	0.7	0.3	-34	-41	4	-35	2
24	0.9	0.2	-17	-47	36	14	2
24	0.9	0.6	23	-3	49	4	2
24	0.4	0.2	42	6	36	16	1
24	0.5	0.7	-10	-32	19	-22	2
24	0.8	0.9	31	-17	7	5	2
24	0.9	0.8	49	-30	5	-19	1
24	0.1	0.9	37	-24	48	44	2
24	0.8	0.7	8	-36	-26	-31	1
24	0.7	0.9	45	37	46	-39	1
24	0.6	0.1	38	19	17	-4	1
24	0.9	0.6	37	-7	1	0	1
24	0.1	0.7	44	-22	47	-49	2
24	0.6	0.4	28	13	37	-1	1
24	0.8	0.3	-17	-44	28	-22	2
24	0.7	0.3	44	10	25	6	1
24	0.8	0.2	-29	-33	10	8	2
24	0.1	0.7	44	-36	5	-1	2
24	0.8	0.7	21	10	13	-22	2
24	0.1	0.6	30	22	45	11	1
24	0.1	0.1	39	-18	46	40	2
24	0.4	0.2	10	-3	31	26	2
24	0.9	0.1	41	-22	-39	-44	1
24	0.5	0.3	-10	-37	-12	-34	2
24	0.9	0.5	0	-14	-5	-33	2
24	0.7	0.7	22	-49	3	-24	1
24	0.8	0.3	29	1	9	-43	1
24	0.1	0.9	29	6	-38	-41	1
24	0.5	0.7	-10	-27	39	-3	2
24	0.3	0.8	-9	-10	34	-50	2
24	0.4	0.1	43	-46	43	1	2
24	0.7	0.7	15	-22	-2	-15	1
24	0.6	0.5	39	-21	-24	-30	1
24	0.3	0.4	39	-27	48	1	2
24	0.3	0.7	20	-27	38	9	2
24	0.6	0.9	43	36	24	-34	2
24	0.3	0.8	-16	-33	29	-22	2
24	0.3	0.9	1	-34	-11	-16	2
24	0.4	0.4	15	-25	12	10	2
24	0.5	0.2	23	-3	49	44	2
24	0.7	0.6	-42	-44	23	-47	2
24	0.5	0.1	46	35	27	19	1
24	0.8	0.5	31	21	41	6	1
24	0.3	0.8	2	-21	34	9	2
24	0.7	0.7	22	-12	25	-15	2
24	0.1	0.6	50	45	32	-13	1
24	0.4	0.5	5	-47	41	-31	2
24	0.2	0.8	17	-4	43	-48	2
24	0.6	0.6	28	23	10	-7	1
24	0.7	0.7	36	-35	23	-16	1
24	0.7	0.8	33	-15	36	23	2
24	0.5	0.3	-4	-16	-36	-39	1
24	0.5	0.4	46	37	39	14	1
24	0.1	0.4	50	3	-15	-29	1
24	0.5	0.6	24	-36	2	-5	2
24	0.3	0.8	25	-17	-15	-40	1
24	0.1	0.4	33	-50	9	6	2
24	0.2	0.9	-32	-48	38	-40	2
24	0.3	0.4	39	13	31	3	1
24	0.5	0.3	-7	-33	-11	-43	1
24	0.5	0.6	12	6	-25	-39	1
24	0.1	0.3	27	-32	49	-31	2
24	0.1	0.6	-2	-34	5	-23	1
24	0.8	0.3	22	-45	16	10	1
24	0.5	0.5	-16	-25	-6	-13	1
25	0.4	0.5	41	1	38	24	2
25	0.8	0.3	49	-23	-7	-43	1
25	0.5	0.2	10	5	20	-16	2
25	0.2	0.5	3	-43	34	14	2
25	0.2	0.9	46	-2	-10	-17	1
25	0.3	0.9	19	18	19	-16	1
25	0.7	0.7	-26	-45	-34	-48	1
25	0.9	0.3	28	-6	17	-25	1
25	0.2	0.4	45	1	44	-3	1
25	0.1	0.9	37	29	10	-46	1
25	0.1	0.7	33	-38	-2	-48	1
25	0.3	0.8	3	-36	-10	-29	2
25	0.4	0.3	41	-48	36	-35	1
25	0.3	0.5	-19	-42	25	14	2
25	0.7	0.4	41	-43	29	9	1
25	0.1	0.7	17	-28	9	-18	2
25	0.1	0.1	23	-25	46	25	2
25	0.9	0.9	35	18	47	-4	2
25	0.4	0.3	28	-26	-6	-44	2
25	0.3	0.3	17	9	50	8	2
25	0.4	0.1	-25	-37	36	-10	2
25	0.1	0.9	7	-10	-5	-13	1
25	0.2	0.5	-18	-49	28	-43	2
25	0.4	0.2	12	-20	-30	-36	1
25	0.8	0.5	47	5	3	-26	1
25	0.9	0.9	35	-13	29	11	2
25	0.6	0.6	44	-7	15	-23	1
25	0.1	0.6	50	17	32	-31	1
25	0.7	0.6	3	-3	-23	-24	1
25	0.8	0.1	10	-24	50	-29	1
25	0.1	0.8	47	9	44	18	1
25	0.6	0.8	21	-1	40	-11	2
25	0.5	0.1	35	14	9	-20	1
25	0.7	0.7	19	16	38	-13	1
25	0.3	0.6	-30	-36	-17	-50	2
25	0.6	0.8	22	-49	24	12	2
25	0.2	0.5	-2	-12	32	-13	2
25	0.3	0.2	34	19	-8	-10	1
25	0.1	0.8	21	-15	45	-18	2
25	0.2	0.5	-10	-21	20	3	2
25	0.1	0.1	37	-28	-6	-27	1
25	0.9	0.4	11	-33	37	2	2
25	0.5	0.3	-15	-32	-19	-44	1
25	0.2	0.7	-3	-48	-21	-48	2
25	0.5	0.2	10	-38	-35	-42	1
25	0.6	0.7	17	-28	2	-32	1
25	0.3	0.5	-16	-21	3	-33	1
25	0.2	0.2	46	23	8	-37	1
25	0.6	0.8	44	-46	30	-34	2
25	0.8	0.8	-36	-39	38	31	2
25	0.7	0.7	31	3	-23	-30	1
25	0.7	0.9	27	-12	30	-31	1
25	0.5	0.3	38	-30	3	-16	1
25	0.2	0.1	24	-26	27	4	2
25	0.7	0.9	21	11	2	-4	1
25	0.4	0.8	-49	-50	16	-29	2
25	0.8	0.2	14	-43	46	11	2
25	0.3	0.6	29	-36	18	-47	1
25	0.7	0.1	30	-31	28	-7	1
25	0.8	0.2	31	30	32	-21	1
25	0.9	0.8	34	15	14	2	1
25	0.6	0.7	46	-16	26	-1	2
25	0.3	0.2	36	25	11	-49	1
25	0.2	0.4	-5	-42	-9	-25	1
25	0.8	0.4	0	-48	16	-21	2
25	0.9	0.4	21	-17	16	11	2
25	0.5	0.8	-27	-46	48	25	2
25	0.1	0.9	20	-8	45	3	2
25	0.9	0.4	-25	-26	6	-15	2
25	0.8	0.8	-25	-33	10	-17	2
25	0.9	0.3	38	-10	10	-26	1
25	0.7	0.7	-30	-32	43	-14	2
25	0.6	0.3	-11	-43	-39	-46	2
25	0.4	0.2	7	-45	-36	-42	1
25	0.9	0.9	-25	-43	37	-30	2
25	0.8	0.4	-15	-35	17	-39	2
25	0.7	0.6	-38	-39	43	-3	2
25	0.4	0.2	-37	-44	-11	-44	2
25	0.6	0.2	26	-44	11	-35	1
25	0.9	0.5	22	-41	-11	-35	1
25	0.6	0.5	24	15	-1	-19	1
25	0.7	0.4	22	-10	13	-5	1
25	0.7	0.5	38	26	-20	-35	1
25	0.3	0.6	40	8	29	12	2
25	0.8	0.4	12	-21	38	22	2
25	0.7	0.7	25	-5	30	-43	1
25	0.1	0.3	-20	-29	-17	-33	2
25	0.6	0.7	-10	-44	0	-1	2
25	0.5	0.7	50	8	12	-6	1
25	0.7	0.5	30	-8	47	-4	2
25	0.2	0.9	50	-36	30	-5	2
25	0.3	0.9	12	-17	33	-17	2
25	0.7	0.8	37	-24	24	18	2
25	0.3	0.1	36	-26	-21	-36	1
25	0.1	0.9	20	6	6	-7	2
25	0.1	0.9	-40	-46	9	8	2
25	0.2	0.6	48	29	0	-12	1
25	0.4	0.8	9	-6	11	8	2
25	0.7	0.6	12	-2	44	-22	2
25	0.6	0.1	-14	-23	8	-11	2
25	0.6	0.6	26	-19	-33	-44	1
25	0.8	0.3	41	5	48	-47	1
25	0.9	0.8	15	-33	42	35	2
25	0.4	0.1	45	19	-4	-19	1
25	0.3	0.4	-20	-28	-2	-11	1
25	0.7	0.4	43	15	11	10	1
25	0.9	0.3	-3	-41	46	32	2
25	0.1	0.7	13	-11	-38	-45	1
25	0.5	0.1	-15	-28	1	-32	2
25	0.8	0.9	-22	-50	-24	-30	2
25	0.5	0.5	-33	-50	-22	-44	2
25	0.5	0.2	25	-32	25	0	2
25	0.1	0.8	41	12	38	-2	1
25	0.1	0.4	-29	-49	28	-47	2
25	0.9	0.6	-37	-44	-10	-27	2
25	0.7	0.4	37	-18	8	3	1
25	0.7	0.3	45	43	24	18	1
25	0.3	0.6	29	-3	-7	-14	2
25	0.3	0.5	6	-35	24	-30	2
25	0.3	0.7	-45	-47	18	-46	2
25	0.5	0.4	7	-3	32	1	2
25	0.9	0.5	26	14	-6	-8	1
25	0.6	0.9	10	-47	48	46	2
25	0.7	0.4	19	7	-13	-34	1
25	0.9	0.8	8	-42	22	-14	2
25	0.4	0.6	27	-11	-12	-42	1
25	0.8	0.8	49	23	46	-35	1
25	0.8	0.2	-23	-45	-4	-39	2
25	0.4	0.9	25	-1	38	22	2
25	0.3	0.9	21	-45	-2	-36	1
25	0.1	0.4	24	-43	28	9	2
25	0.1	0.7	12	-10	49	-33	2
25	0.1	0.5	28	-2	35	-9	2
25	0.7	0.3	8	-31	-8	-16	1
25	0.3	0.5	50	11	44	-24	1
25	0.1	0.6	49	17	-5	-26	1
25	0.9	0.6	-5	-44	41	-47	2
25	0.4	0.2	-20	-33	6	-34	2
25	0.5	0.7	15	-47	24	2	2
25	0.4	0.7	47	-7	28	-39	1
25	0.5	0.9	-22	-29	28	-46	2
25	0.9	0.7	24	13	15	-30	1
25	0.2	0.2	12	-45	29	-37	2
25	0.4	0.9	36	-11	34	-32	2
25	0.7	0.7	-39	-42	-45	-46	2
25	0.6	0.7	-20	-34	32	25	2
25	0.5	0.9	30	-14	-10	-29	1
25	0.7	0.8	-15	-17	45	-27	2
25	0.8	0.6	15	-44	41	12	2
25	0.4	0.7	36	15	20	-9	1
25	0.4	0.6	30	-32	-11	-12	1
25	0.7	0.5	29	-26	24	-33	2
25	0.9	0.7	36	-6	38	-36	1
25	0.5	0.4	14	-13	48	45	2
25	0.1	0.3	-34	-39	41	22	2
25	0.8	0.4	24	-16	7	-45	1
25	0.2	0.5	48	37	32	-8	1
25	0.8	0.9	36	33	19	-14	1
25	0.4	0.2	-25	-31	20	11	2
25	0.9	0.1	-16	-17	-15	-23	2
25	0.3	0.6	-40	-47	40	-14	2
25	0.5	0.7	13	2	37	-27	1
25	0.4	0.3	11	-30	42	-47	1
25	0.2	0.4	41	-5	29	7	2
25	0.1	0.4	3	-1	-5	-48	1
25	0.5	0.6	-33	-46	26	-38	2
25	0.8	0.3	23	-38	10	-42	1
25	0.3	0.3	37	4	41	-30	1
25	0.3	0.1	13	2	37	4	2
25	0.9	0.3	12	-15	4	-17	1
25	0.3	0.9	45	-31	36	-18	2
25	0.4	0.3	25	-29	-12	-21	1
25	0.6	0.9	35	-20	-23	-33	1
25	0.8	0.2	4	-23	18	-22	1
25	0.4	0.4	23	-12	32	-4	1
25	0.1	0.1	50	-47	21	8	2
25	0.1	0.4	18	-4	29	-22	2
25	0.4	0.3	39	-34	-3	-27	1
25	0.8	0.1	-21	-48	23	-12	2
25	0.2	0.4	44	38	8	-23	1
25	0.4	0.3	-7	-8	33	-22	2
25	0.4	0.3	24	-30	33	-46	2
25	0.1	0.6	16	-32	33	-5	2
25	0.4	0.7	-30	-43	11	-47	1
25	0.5	0.8	29	-38	9	-19	2
25	0.3	0.6	-25	-45	41	-13	2
25	0.6	0.2	9	-18	18	-6	2
25	0.5	0.1	37	-38	27	-22	1
25	0.7	0.1	-10	-17	27	-15	1
25	0.8	0.2	41	-45	29	19	1
25	0.5	0.1	46	-42	19	-29	1
25	0.4	0.5	29	5	-18	-39	1
25	0.6	0.3	30	-24	1	-18	1
25	0.8	0.2	-10	-22	6	-42	1
25	0.2	0.4	-1	-46	-11	-19	2
